rank_dificuldade,pergunta_norm,pergunta,resposta_oficial,n_modelos,n_correto,n_parcialmente_correto,n_incorreto,score_medio_0_5,score_min,score_max,desvio_medio_entre_julgadores,modelos_incorretos,modelos_parciais,modelos_corretos,taxa_erro,taxa_nao_correto
83,qual o valor que deverá ser considerado para fins de exclusão na determinação do lucro real e do resultado ajustado?,Qual o valor que deverá ser considerado para fins de exclusão na determinação  do lucro real e do resultado ajustado?,"O valor a ser excluído será: I - o efetivamente pago, quando a liquidação baseada em ação for efetuada em caixa ou outro ativo financeiro; ou II - o reconhecido no patrimônio líquido nos termos da legislação comercial, quando a liquidação for efetuada em instrumentos patrimoniais.",11,11,0,0,4.848484848484849,4.666666666666667,5.0,0.262431940540739,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
84,"em caso de alteração das normas em vigor que disciplinam a prática de operações imobiliárias por pessoas físicas, qual a legislação que deverá prevalecer?","Em caso de alteração das normas em vigor que disciplinam a prática de  operações imobiliárias por pessoas físicas, qual a legislação que deverá  prevalecer?","Ocorrendo alteração da legislação, a equiparação será determinada de acordo com as normas legais e regulamentares em vigor na data do instrumento inicial de alienação das unidades imobiliárias ou lotes de terreno (nos casos de incorporações ou loteamentos irregulares), ou do arquivamento dos documentos da incorporação ou do loteamento, quando regulares. A posterior alteração dessas normas não atingirá as operações imobiliárias já realizadas nem os empreendimentos cuja documentação já tenha sido arquivada no Registro Imobiliário.",11,11,0,0,4.878787878787879,4.666666666666667,5.0,0.20994555243259122,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
85,"o valor correspondente à csll será considerado como despesa dedutível, para efeito de determinação do lucro real?","O valor correspondente à CSLL será considerado como despesa dedutível, para  efeito de determinação do lucro real?","Não. O valor da CSLL não pode ser deduzido para efeito da determinação do lucro real, nem da sua própria base de cálculo. O valor da CSLL que for considerado como custo ou despesa deverá ser adicionado ao lucro líquido para efeito de determinação do lucro real.",11,11,0,0,4.878787878787879,4.333333333333333,5.0,0.15745916432444343,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
86,"podem ser consideradas, como custo ou despesa operacional, as aquisições, por empresas que exploram serviços de hotelaria, restaurantes e similares, de guarnições de cama, mesa e banho, e louças?","Podem ser consideradas, como custo ou despesa operacional, as aquisições, por  empresas que exploram serviços de hotelaria, restaurantes e similares, de  guarnições de cama, mesa e banho, e louças?","Sim. Poderá ser computado, como custo ou despesa operacional, o valor da aquisição de guarnições de cama, mesa e banho, e louça, utilizadas por empresas que exploram serviços de hotelaria, restaurantes e atividades similares.",11,11,0,0,4.878787878787879,4.333333333333333,5.0,0.15745916432444343,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
87,onde estavam representados os ativos e passivos mensurados de acordo com os métodos e critérios vigentes em 31 de dezembro de 2007 durante a vigência do rtt? como era gerado o fcont?,Onde estavam representados os ativos e passivos mensurados de acordo com  os métodos e critérios vigentes em 31 de dezembro de 2007 durante a vigência  do RTT? Como era gerado o FCONT?,"Esses ativos e passivos estavam no Controle Fiscal Contábil de Transição (FCONT) de que tratam os arts. 7º e 8º da Instrução Normativa RFB nº 949, de 2009. O FCONT era gerado a partir da contabilidade societária, expurgando e inserindo os lançamentos informados no Programa Validador e Assinador da Entrada de Dados para o Controle Fiscal Contábil de Transição de que trata a Instrução Normativa RFB nº 967, de 2009 (e alterações).",11,11,0,0,4.909090909090909,4.666666666666667,5.0,0.15745916432444343,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
88,os resultados auferidos por filiais e sucursais podem ser consolidados?,Os resultados auferidos por filiais e sucursais podem ser consolidados?,"Desde que as filiais e sucursais sejam domiciliadas num mesmo país, e, tendo a matriz no Brasil indicado uma dessas filiais ou sucursais como entidade líder, os resultados poderão ser consolidados por país, e os prejuízos de uma poderão ser compensados com os lucros da outra.",11,11,0,0,4.909090909090909,4.0,5.0,0.09090909090909091,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
89,"descaracterizada a operação de arrendamento mercantil financeiro, como será determinado o preço de compra e venda?","Descaracterizada a operação de arrendamento mercantil financeiro, como será  determinado o preço de compra e venda?","O preço de compra e venda será o total das contraprestações pagas durante a vigência do arrendamento, acrescido da parcela paga a título de preço de aquisição. ",11,11,0,0,4.96969696969697,4.666666666666667,5.0,0.052486388108147805,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
90,o que é cisão de uma sociedade?,O que é cisão de uma sociedade?,"A cisão é a operação pela qual a sociedade transfere todo ou somente uma parcela do seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes, extinguindo-se a sociedade cindida, se houver versão de todo o seu patrimônio, ou dividindo-se o seu capital, se parcial a versão.",11,11,0,0,4.96969696969697,4.666666666666667,5.0,0.052486388108147805,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
91,que pessoas jurídicas estão desobrigadas de apresentar a ecf?,Que pessoas jurídicas estão desobrigadas de apresentar a ECF?,"Estão desobrigadas de apresentar a ECF: I - as pessoas jurídicas optantes pelo Regime Especial Unificado de Arrecadação de Tributos e Contribuições devidos pelas Microempresas e Empresas de Pequeno Porte, instituído pela Lei Complementar nº 123, de 14 de dezembro de 2006 (Simples Nacional), por estarem obrigadas à apresentação de Declaração Anual do Simples Nacional - DASN; II - os órgãos públicos, as autarquias e as fundações públicas; e III - as pessoas jurídicas inativas, assim consideradas aquelas que não tenham efetuado qualquer atividade operacional, não operacional, patrimonial ou financeira, inclusive aplicação no mercado financeiro ou de capitais, durante todo o ano-calendário, as quais deverão cumprir as obrigações acessórias previstas na legislação específica.",11,11,0,0,4.96969696969697,4.666666666666667,5.0,0.052486388108147805,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
92,"como deverão ser consideradas as diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data de embarque, para efeito de registro da receita bruta de vendas nas exportações de produtos manufaturados nacionais?","Como deverão ser consideradas as diferenças decorrentes de alterações na taxa  de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data  de embarque, para efeito de registro da receita bruta de vendas nas exportações  de produtos manufaturados nacionais?","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque devem ser consideradas como variações monetárias ativas ou passivas, conforme o caso.",11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
93,"como deverão ser tratados os custos ou despesas operacionais pela adquirente, na hipótese de descaracterização da operação de arrendamento mercantil? adicionalmente, como deverão ser tratados os eventuais tributos não recolhidos?","Como deverão ser tratados os custos ou despesas operacionais pela  adquirente, na hipótese de descaracterização da operação de arrendamento  mercantil? Adicionalmente, como deverão ser tratados os eventuais tributos  não recolhidos?","As importâncias já deduzidas, como custo ou despesa operacional pela adquirente, acrescerão ao lucro tributável, no período de apuração correspondente à respectiva dedução. Adicionalmente, os tributos não recolhidos serão devidos com acréscimos previstos na legislação vigente.",11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
94,"considerando que todas as informações de interesse do fisco estão disponíveis no sped, a empresa vai poder eliminar os documentos físicos (em papel) que serviram de base para a escrituração contábil e fiscal?","Considerando que todas as informações de interesse do fisco estão disponíveis  no SPED, a empresa vai poder eliminar os documentos físicos (em papel) que  serviram de base para a escrituração contábil e fiscal?","Todos os documentos em papel (notas fiscais, contratos, recibos, etc.) que dão suporte aos respectivos lançamentos contábeis e fiscais devem ser mantidos pelo prazo previsto nas legislações comercial e fiscal.",11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
95,"o que deve ser considerado como ""contraprestações creditadas""?","O que deve ser considerado como ""contraprestações creditadas""?","Para efeito do disposto no art. 175 da Instrução Normativa RFB nº 1.700, de 2017, consideram-se contraprestações creditadas as contraprestações vencidas.",11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
96,o que se considera sistema de contabilidade de custo integrado e coordenado com o restante da escrituração?,O que se considera sistema de contabilidade de custo integrado e coordenado  com o restante da escrituração?,"Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele: a) apoiado em valores originados da escrituração contábil (matéria-prima, mão-de-obra direta, custos gerais de fabricação); b) que permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; c) apoiado em livros auxiliares, fichas, folhas contínuas, ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e d) que permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos.",11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
97,o que se deve considerar como ajustes de exercícios (períodos) anteriores?,O que se deve considerar como ajustes de exercícios (períodos) anteriores?,"Como ajustes de exercícios (períodos) anteriores serão consideradas apenas as regularizações decorrentes de efeitos de mudança de critério contábil, ou de retificação de erro imputável a determinado período anterior, e que não possam ser atribuídas a fatos subsequentes.",11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
98,o que são descontos incondicionais?,O que são descontos incondicionais?,"Somente são consideradas, como descontos incondicionais, as parcelas redutoras do preço de vendas, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem, para sua concessão, de evento posterior à emissão desses documentos.",11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
99,qual o tratamento tributário aplicável ao prejuízo fiscal apurado por sociedade em conta de participação (scp)?,Qual o tratamento tributário aplicável ao prejuízo fiscal apurado por Sociedade  em Conta de Participação (SCP)?,"O prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP), somente poderá ser compensado com o lucro real decorrente da mesma SCP. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais SCP, ou entre estas e o sócio ostensivo.",11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
100,"qual será o resultado tributável quando da alienação de bem objeto de arrendamento mercantil, na hipótese em que o valor contábil do bem já tiver sido computado na determinação do lucro real e do resultado ajustado pela arrendatária a título de contraprestação de arrendamento mercantil?","Qual será o resultado tributável quando da alienação de bem objeto de  arrendamento mercantil, na hipótese em que o valor contábil do bem já tiver  sido computado na determinação do lucro real e do resultado ajustado pela  arrendatária a título de contraprestação de arrendamento mercantil?","Quando o valor contábil do bem já tiver sido computado na determinação do lucro real e do resultado ajustado pela arrendatária, a título de contraprestação de arrendamento mercantil, o resultado tributável na alienação de bem ou direito corresponderá ao respectivo valor da alienação.",11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
101,quando se consideram disponibilizados os lucros auferidos no exterior por intermédio filiais e sucursais da pessoa jurídica?,Quando se consideram disponibilizados os lucros auferidos no exterior por  intermédio filiais e sucursais da pessoa jurídica?,Consideram-se disponibilizados na data do balanço no qual tiverem sido apurados.,11,11,0,0,5.0,5.0,5.0,0.0,,,"claude-opus-4-6, deepseek-ai_deepseek-v4-flash, gemini-3-pro-preview, google_gemma-4-31b-it, gpt-5.1, meta_llama-3.3-70b-instruct, mistralai_mixtral-8x22b-instruct-v0.1, openai_gpt-oss-120b, qwen2-72B-Instruct, qwen_qwen3.5-122b-a10b, z-ai_glm-5.1",0.0,0.0
